Durasi Laptop,Durasi Medsos di Laptop,Edukasi Youtube di laptop,Social_Media_Youtube di Laptop,Penggunaan Medsos di Laptop,Durasi Ponsel,Durasi Medsos di Ponsel,Bootcamp,UKM kampus,Nilai US Biologi,Peringkat SD,Peringkat SMP,Nilai US Matematika,Ayah Lainnya,Ibu Pegawai negeri sipil,Ibu Mengurus rumah tangga,Target_Category
0.7028542466152481,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,1.57235675596398,1.4857411105833553,-0.6956083436402524,-0.6123724356957945,2.2116575767160054,0.14586542254292426,-0.10398055164397958,0.1221434192487027,1.3935065357278664,-0.5971334562819772,1.5932550136313832,Medium
0.7028542466152481,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.06639199484502918,-0.34119692575972543,-0.6956083436402524,1.632993161855452,-1.2274903452824542,1.9910630177109165,-0.10398055164397958,-1.3852851207474823,-0.7176141441472844,-0.5971334562819772,1.5932550136313832,Medium
1.6893847564274964,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,1.57235675596398,-0.34119692575972543,-0.6956083436402524,1.632993161855452,0.1481688235169296,1.375997152654919,-1.0967005352638595,1.6295719592448876,1.3935065357278664,1.6746675127306578,-0.6276459144608478,High
0.7028542466152481,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.8857663702495338,-1.254665943931266,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,-1.0842663075690706,-1.0967005352638595,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
0.7028542466152481,1.3760774149330306,-0.5849573200781383,1.3935065357278664,1.2734840627314847,-0.8857663702495338,-0.34119692575972543,1.4375905768565216,-0.6123724356957945,0.1481688235169296,0.14586542254292426,-0.10398055164397958,0.1221434192487027,1.3935065357278664,1.6746675127306578,-0.6276459144608478,Medium
0.7028542466152481,1.8996076194113114,-0.5849573200781383,1.3935065357278664,1.2734840627314847,-0.06639199484502918,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,0.14586542254292426,-0.10398055164397958,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
-0.2836762631970003,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.06639199484502918,-1.254665943931266,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,0.14586542254292426,-0.10398055164397958,0.1221434192487027,1.3935065357278664,-0.5971334562819772,-0.6276459144608478,Medium
-0.2836762631970003,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.06639199484502918,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,-1.0842663075690706,-1.0967005352638595,0.1221434192487027,-0.7176141441472844,1.6746675127306578,-0.6276459144608478,High
-0.2836762631970003,0.32901700597646893,-0.5849573200781383,1.3935065357278664,1.2734840627314847,-0.06639199484502918,-1.254665943931266,1.4375905768565216,-0.6123724356957945,0.1481688235169296,0.14586542254292426,-1.0967005352638595,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
1.6893847564274964,1.8996076194113114,-0.5849573200781383,1.3935065357278664,1.2734840627314847,1.57235675596398,-1.7114004530170361,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,-1.0842663075690706,-1.0967005352638595,-1.3852851207474823,-0.7176141441472844,1.6746675127306578,-0.6276459144608478,Medium
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.8857663702495338,-1.254665943931266,1.4375905768565216,-0.6123724356957945,-1.2274903452824542,0.14586542254292426,0.8887394319759004,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
-0.2836762631970003,1.8996076194113114,-0.5849573200781383,-0.7176141441472844,1.2734840627314847,-0.8857663702495338,-0.34119692575972543,1.4375905768565216,-0.6123724356957945,0.1481688235169296,0.14586542254292426,0.8887394319759004,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,High
-0.2836762631970003,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.8857663702495338,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,0.14586542254292426,0.8887394319759004,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Low
-0.2836762631970003,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.8857663702495338,-1.254665943931266,-0.6956083436402524,1.632993161855452,0.1481688235169296,1.9910630177109165,0.8887394319759004,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,1.5932550136313832,Medium
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.8857663702495338,-1.254665943931266,-0.6956083436402524,1.632993161855452,0.1481688235169296,0.14586542254292426,1.8814594155957804,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
0.7028542466152481,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.8857663702495338,-1.254665943931266,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,0.14586542254292426,-0.10398055164397958,0.1221434192487027,1.3935065357278664,-0.5971334562819772,-0.6276459144608478,Medium
0.7028542466152481,1.8996076194113114,-0.5849573200781383,1.3935065357278664,1.2734840627314847,1.57235675596398,1.9424756196691257,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,0.14586542254292426,-0.10398055164397958,-1.3852851207474823,1.3935065357278664,-0.5971334562819772,-0.6276459144608478,High
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.8857663702495338,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,0.14586542254292426,0.8887394319759004,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
-0.2836762631970003,1.8996076194113114,-0.5849573200781383,1.3935065357278664,1.2734840627314847,-0.06639199484502918,-1.254665943931266,-0.6956083436402524,1.632993161855452,0.1481688235169296,0.14586542254292426,-0.10398055164397958,0.1221434192487027,1.3935065357278664,-0.5971334562819772,1.5932550136313832,Medium
-0.2836762631970003,0.32901700597646893,1.7095264315461867,1.3935065357278664,1.2734840627314847,-0.06639199484502918,0.572272092411815,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,1.9910630177109165,-0.10398055164397958,0.1221434192487027,1.3935065357278664,-0.5971334562819772,-0.6276459144608478,High
0.7028542466152481,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.8857663702495338,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,-1.0842663075690706,-1.0967005352638595,1.6295719592448876,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
-0.2836762631970003,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,0.7529823805594753,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,0.14586542254292426,0.8887394319759004,-1.3852851207474823,-0.7176141441472844,1.6746675127306578,-0.6276459144608478,Low
-1.2702067730092486,1.3760774149330306,1.7095264315461867,1.3935065357278664,1.2734840627314847,-0.8857663702495338,-0.34119692575972543,-0.6956083436402524,1.632993161855452,2.2116575767160054,1.375997152654919,-0.10398055164397958,2.38328622924298,-0.7176141441472844,1.6746675127306578,-0.6276459144608478,Low
1.6893847564274964,1.8996076194113114,1.7095264315461867,1.3935065357278664,1.2734840627314847,0.7529823805594753,1.4857411105833553,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,0.14586542254292426,-1.0967005352638595,1.6295719592448876,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,High
-1.2702067730092486,1.3760774149330306,1.7095264315461867,1.3935065357278664,1.2734840627314847,1.57235675596398,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,0.14586542254292426,-0.10398055164397958,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
1.6893847564274964,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.8857663702495338,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,0.14586542254292426,-1.0967005352638595,1.6295719592448876,-0.7176141441472844,-0.5971334562819772,1.5932550136313832,Medium
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.06639199484502918,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,2.2116575767160054,0.14586542254292426,-1.0967005352638595,0.1221434192487027,1.3935065357278664,-0.5971334562819772,-0.6276459144608478,Medium
-0.2836762631970003,0.32901700597646893,1.7095264315461867,1.3935065357278664,1.2734840627314847,0.7529823805594753,0.572272092411815,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,1.375997152654919,-1.0967005352638595,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
1.6893847564274964,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,1.57235675596398,0.572272092411815,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,1.9910630177109165,-1.0967005352638595,0.1221434192487027,1.3935065357278664,-0.5971334562819772,1.5932550136313832,Medium
-0.2836762631970003,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-1.7051407456540382,-1.254665943931266,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,-1.0842663075690706,-1.0967005352638595,-1.3852851207474823,1.3935065357278664,-0.5971334562819772,-0.6276459144608478,Medium
-0.2836762631970003,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.06639199484502918,-1.254665943931266,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,0.14586542254292426,-0.10398055164397958,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
1.6893847564274964,1.8996076194113114,-0.5849573200781383,1.3935065357278664,1.2734840627314847,1.57235675596398,1.9424756196691257,-0.6956083436402524,1.632993161855452,-1.2274903452824542,-1.0842663075690706,-1.0967005352638595,-1.3852851207474823,1.3935065357278664,-0.5971334562819772,1.5932550136313832,Low
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.06639199484502918,0.572272092411815,1.4375905768565216,-0.6123724356957945,0.1481688235169296,-1.0842663075690706,-0.10398055164397958,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
-0.2836762631970003,0.32901700597646893,1.7095264315461867,1.3935065357278664,1.2734840627314847,-0.06639199484502918,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,-1.0842663075690706,-1.0967005352638595,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,High
0.7028542466152481,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,0.7529823805594753,-1.7114004530170361,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,-1.0842663075690706,-0.10398055164397958,0.1221434192487027,1.3935065357278664,-0.5971334562819772,1.5932550136313832,High
-0.2836762631970003,0.32901700597646893,1.7095264315461867,1.3935065357278664,1.2734840627314847,-0.8857663702495338,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,1.375997152654919,0.8887394319759004,0.1221434192487027,1.3935065357278664,-0.5971334562819772,-0.6276459144608478,Medium
-0.2836762631970003,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,0.7529823805594753,1.4857411105833553,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,-1.0842663075690706,1.8814594155957804,-1.3852851207474823,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,High
-0.2836762631970003,1.3760774149330306,1.7095264315461867,1.3935065357278664,1.2734840627314847,-0.06639199484502918,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,-1.0842663075690706,-0.10398055164397958,-1.3852851207474823,-0.7176141441472844,1.6746675127306578,-0.6276459144608478,Medium
-0.2836762631970003,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,0.7529823805594753,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,1.375997152654919,-0.10398055164397958,-1.3852851207474823,-0.7176141441472844,-0.5971334562819772,1.5932550136313832,Medium
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.06639199484502918,-1.254665943931266,1.4375905768565216,1.632993161855452,2.2116575767160054,1.9910630177109165,-1.0967005352638595,0.1221434192487027,1.3935065357278664,-0.5971334562819772,-0.6276459144608478,Low
-0.2836762631970003,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.06639199484502918,0.572272092411815,1.4375905768565216,-0.6123724356957945,0.1481688235169296,0.14586542254292426,-0.10398055164397958,0.1221434192487027,1.3935065357278664,1.6746675127306578,-0.6276459144608478,High
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-1.7051407456540382,-0.34119692575972543,1.4375905768565216,-0.6123724356957945,1.5238279923163134,0.14586542254292426,-0.10398055164397958,1.6295719592448876,-0.7176141441472844,-0.5971334562819772,1.5932550136313832,Low
-0.2836762631970003,0.32901700597646893,-0.5849573200781383,1.3935065357278664,1.2734840627314847,-0.06639199484502918,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,1.5238279923163134,1.375997152654919,0.8887394319759004,2.38328622924298,-0.7176141441472844,-0.5971334562819772,1.5932550136313832,Medium
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,0.7529823805594753,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,0.14586542254292426,0.8887394319759004,0.1221434192487027,1.3935065357278664,-0.5971334562819772,1.5932550136313832,Medium
1.6893847564274964,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,1.57235675596398,1.9424756196691257,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,-1.0842663075690706,0.8887394319759004,-1.3852851207474823,1.3935065357278664,-0.5971334562819772,1.5932550136313832,Medium
0.7028542466152481,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-1.7051407456540382,-0.34119692575972543,1.4375905768565216,1.632993161855452,-1.2274903452824542,0.14586542254292426,-1.0967005352638595,-1.3852851207474823,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
0.7028542466152481,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,0.7529823805594753,-1.7114004530170361,-0.6956083436402524,1.632993161855452,-1.2274903452824542,-1.0842663075690706,0.8887394319759004,-1.3852851207474823,-0.7176141441472844,1.6746675127306578,-0.6276459144608478,Medium
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,0.7529823805594753,0.572272092411815,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,-1.0842663075690706,-1.0967005352638595,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Low
0.7028542466152481,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,0.7529823805594753,1.4857411105833553,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,-1.0842663075690706,-1.0967005352638595,-1.3852851207474823,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
0.7028542466152481,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.06639199484502918,1.4857411105833553,1.4375905768565216,-0.6123724356957945,0.1481688235169296,-1.0842663075690706,-1.0967005352638595,0.1221434192487027,-0.7176141441472844,1.6746675127306578,-0.6276459144608478,Medium
1.6893847564274964,1.8996076194113114,1.7095264315461867,1.3935065357278664,1.2734840627314847,1.57235675596398,1.9424756196691257,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,-1.0842663075690706,-0.10398055164397958,-1.3852851207474823,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,High
0.7028542466152481,1.3760774149330306,-0.5849573200781383,-0.7176141441472844,1.2734840627314847,0.7529823805594753,-0.34119692575972543,-0.6956083436402524,1.632993161855452,0.1481688235169296,0.14586542254292426,-1.0967005352638595,1.6295719592448876,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
1.6893847564274964,1.8996076194113114,1.7095264315461867,1.3935065357278664,1.2734840627314847,1.57235675596398,1.9424756196691257,1.4375905768565216,-0.6123724356957945,1.5238279923163134,-1.0842663075690706,-1.0967005352638595,-1.3852851207474823,1.3935065357278664,-0.5971334562819772,1.5932550136313832,High
0.7028542466152481,0.32901700597646893,1.7095264315461867,1.3935065357278664,1.2734840627314847,-1.7051407456540382,-1.254665943931266,1.4375905768565216,1.632993161855452,1.5238279923163134,0.14586542254292426,-0.10398055164397958,0.1221434192487027,1.3935065357278664,-0.5971334562819772,-0.6276459144608478,Medium
-1.2702067730092486,0.32901700597646893,-0.5849573200781383,1.3935065357278664,1.2734840627314847,-0.8857663702495338,-0.34119692575972543,1.4375905768565216,1.632993161855452,0.1481688235169296,-1.0842663075690706,-1.0967005352638595,0.1221434192487027,1.3935065357278664,-0.5971334562819772,1.5932550136313832,High
0.7028542466152481,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.8857663702495338,-0.34119692575972543,1.4375905768565216,-0.6123724356957945,-1.2274903452824542,0.14586542254292426,0.8887394319759004,-1.3852851207474823,-0.7176141441472844,-0.5971334562819772,1.5932550136313832,Medium
-1.2702067730092486,1.8996076194113114,1.7095264315461867,1.3935065357278664,1.2734840627314847,-0.8857663702495338,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,1.5238279923163134,1.9910630177109165,1.8814594155957804,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,1.5932550136313832,High
-0.2836762631970003,1.3760774149330306,1.7095264315461867,1.3935065357278664,1.2734840627314847,1.57235675596398,0.572272092411815,-0.6956083436402524,1.632993161855452,0.1481688235169296,0.14586542254292426,0.8887394319759004,0.1221434192487027,1.3935065357278664,-0.5971334562819772,-0.6276459144608478,Medium
-1.2702067730092486,1.3760774149330306,-0.5849573200781383,-0.7176141441472844,1.2734840627314847,-0.8857663702495338,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,1.375997152654919,0.8887394319759004,-1.3852851207474823,-0.7176141441472844,-0.5971334562819772,1.5932550136313832,Medium
-0.2836762631970003,1.8996076194113114,1.7095264315461867,1.3935065357278664,1.2734840627314847,0.7529823805594753,0.572272092411815,-0.6956083436402524,1.632993161855452,0.1481688235169296,1.375997152654919,0.8887394319759004,0.1221434192487027,1.3935065357278664,-0.5971334562819772,1.5932550136313832,Low
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.06639199484502918,-1.254665943931266,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,-1.0842663075690706,-1.0967005352638595,0.1221434192487027,-0.7176141441472844,1.6746675127306578,-0.6276459144608478,Medium
-1.2702067730092486,0.32901700597646893,1.7095264315461867,1.3935065357278664,1.2734840627314847,-0.8857663702495338,-0.34119692575972543,-0.6956083436402524,1.632993161855452,-1.2274903452824542,0.14586542254292426,-0.10398055164397958,0.1221434192487027,1.3935065357278664,-0.5971334562819772,1.5932550136313832,High
-0.2836762631970003,1.8996076194113114,1.7095264315461867,1.3935065357278664,1.2734840627314847,1.57235675596398,1.9424756196691257,-0.6956083436402524,1.632993161855452,-1.2274903452824542,0.14586542254292426,-0.10398055164397958,-1.3852851207474823,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
-1.2702067730092486,1.3760774149330306,1.7095264315461867,1.3935065357278664,1.2734840627314847,-0.06639199484502918,0.572272092411815,1.4375905768565216,-0.6123724356957945,0.1481688235169296,0.14586542254292426,-0.10398055164397958,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Low
-0.2836762631970003,1.8996076194113114,1.7095264315461867,1.3935065357278664,1.2734840627314847,1.57235675596398,1.9424756196691257,-0.6956083436402524,-0.6123724356957945,1.5238279923163134,0.14586542254292426,-0.10398055164397958,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.06639199484502918,0.572272092411815,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,-1.0842663075690706,-1.0967005352638595,0.1221434192487027,1.3935065357278664,1.6746675127306578,-0.6276459144608478,Low
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,1.57235675596398,1.4857411105833553,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,0.14586542254292426,0.8887394319759004,-1.3852851207474823,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
0.7028542466152481,1.3760774149330306,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.8857663702495338,-1.254665943931266,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,0.14586542254292426,0.8887394319759004,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,1.5932550136313832,Medium
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.06639199484502918,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,0.14586542254292426,-1.0967005352638595,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
-1.2702067730092486,1.3760774149330306,1.7095264315461867,1.3935065357278664,1.2734840627314847,-0.06639199484502918,0.572272092411815,-0.6956083436402524,1.632993161855452,0.1481688235169296,0.14586542254292426,0.8887394319759004,0.1221434192487027,-0.7176141441472844,1.6746675127306578,-0.6276459144608478,Medium
-0.2836762631970003,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.8857663702495338,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,0.14586542254292426,-0.10398055164397958,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,High
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,1.57235675596398,1.9424756196691257,-0.6956083436402524,1.632993161855452,-1.2274903452824542,0.14586542254292426,-1.0967005352638595,0.1221434192487027,1.3935065357278664,-0.5971334562819772,1.5932550136313832,Medium
-0.2836762631970003,1.3760774149330306,1.7095264315461867,1.3935065357278664,1.2734840627314847,0.7529823805594753,-0.34119692575972543,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,1.375997152654919,-1.0967005352638595,0.1221434192487027,1.3935065357278664,-0.5971334562819772,-0.6276459144608478,Medium
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.8857663702495338,-1.7114004530170361,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,0.14586542254292426,-0.10398055164397958,0.1221434192487027,1.3935065357278664,-0.5971334562819772,-0.6276459144608478,Medium
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,0.7529823805594753,0.572272092411815,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,0.14586542254292426,-0.10398055164397958,0.1221434192487027,-0.7176141441472844,1.6746675127306578,-0.6276459144608478,Medium
-0.2836762631970003,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.06639199484502918,0.572272092411815,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,0.14586542254292426,0.8887394319759004,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Low
1.6893847564274964,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,1.57235675596398,0.572272092411815,1.4375905768565216,1.632993161855452,0.1481688235169296,0.14586542254292426,-0.10398055164397958,-1.3852851207474823,1.3935065357278664,-0.5971334562819772,-0.6276459144608478,Medium
-1.7634720279153728,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.8857663702495338,-1.254665943931266,-0.6956083436402524,-0.6123724356957945,1.5238279923163134,-1.0842663075690706,-1.0967005352638595,0.1221434192487027,1.3935065357278664,-0.5971334562819772,-0.6276459144608478,Medium
-0.2836762631970003,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,0.7529823805594753,0.572272092411815,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,-1.0842663075690706,0.8887394319759004,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.06639199484502918,-0.34119692575972543,-0.6956083436402524,1.632993161855452,0.1481688235169296,-1.0842663075690706,-0.10398055164397958,0.1221434192487027,-0.7176141441472844,-0.5971334562819772,1.5932550136313832,Medium
-1.2702067730092486,1.3760774149330306,1.7095264315461867,1.3935065357278664,1.2734840627314847,0.7529823805594753,1.4857411105833553,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,1.375997152654919,1.8814594155957804,-1.3852851207474823,-0.7176141441472844,1.6746675127306578,-0.6276459144608478,High
-0.2836762631970003,0.32901700597646893,1.7095264315461867,1.3935065357278664,1.2734840627314847,-1.7051407456540382,-1.254665943931266,1.4375905768565216,-0.6123724356957945,0.1481688235169296,-1.0842663075690706,-0.10398055164397958,-1.3852851207474823,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
0.7028542466152481,1.3760774149330306,-0.5849573200781383,1.3935065357278664,1.2734840627314847,-0.06639199484502918,-0.34119692575972543,1.4375905768565216,-0.6123724356957945,0.1481688235169296,0.14586542254292426,-0.10398055164397958,0.1221434192487027,-0.7176141441472844,1.6746675127306578,-0.6276459144608478,Medium
-1.2702067730092486,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.06639199484502918,-0.34119692575972543,1.4375905768565216,-0.6123724356957945,0.1481688235169296,0.14586542254292426,-1.0967005352638595,0.1221434192487027,-0.7176141441472844,1.6746675127306578,-0.6276459144608478,High
-1.7634720279153728,0.32901700597646893,-0.5849573200781383,-0.7176141441472844,1.2734840627314847,-1.7051407456540382,-1.254665943931266,1.4375905768565216,-0.6123724356957945,-1.2274903452824542,-1.0842663075690706,-1.0967005352638595,-1.3852851207474823,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Low
-0.2836762631970003,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,0.7529823805594753,0.572272092411815,-0.6956083436402524,-0.6123724356957945,0.1481688235169296,-1.0842663075690706,-1.0967005352638595,-1.3852851207474823,-0.7176141441472844,1.6746675127306578,-0.6276459144608478,Medium
1.6893847564274964,0.32901700597646893,-0.5849573200781383,-0.7176141441472844,1.2734840627314847,-1.7051407456540382,-1.254665943931266,-0.6956083436402524,1.632993161855452,2.2116575767160054,0.14586542254292426,-1.0967005352638595,2.38328622924298,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
-0.2836762631970003,-0.7180434029800927,-0.5849573200781383,-0.7176141441472844,-0.7852473613647813,-0.8857663702495338,-1.254665943931266,-0.6956083436402524,-0.6123724356957945,-1.2274903452824542,1.375997152654919,-0.10398055164397958,-1.3852851207474823,-0.7176141441472844,-0.5971334562819772,-0.6276459144608478,Medium
